,name,diff_num,hunk_num,func_num,line_num_total,line_num_net,line_num_del,line_num_add,char_num_total,char_num_net,char_num_del,char_num_add,mem_num_total,mem_num_net,mem_num_del,mem_num_add,if_num_total,if_num_net,if_num_del,if_num_add,jump_num_total,jump_num_net,jump_num_del,jump_num_add,loop_num_total,loop_num_net,loop_num_del,loop_num_add,ari_num_total,ari_num_net,ari_num_del,ari_num_add,rel_num_total,rel_num_net,rel_num_del,rel_num_add,log_num_total,log_num_net,log_num_del,log_num_add,bit_num_total,bit_num_net,bit_num_del,bit_num_add,call_num_total,call_num_net,call_num_del,call_num_add,var_num_total,var_num_net,var_num_del,var_num_add,global_sim,global_norm_sim,dir_num_total,dir_num_net,dir_num_del,dir_num_add,cap_num,race_num,not_zero,preprocess
347,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-0292-d0666f289ac013094bbbf547bfbcd616199b7d2d.txt,1,1,0,1,1,0,1,25,25,0,25,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,25,18,0,0,0,0,0,0,0,0
348,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-1333-ca4da5dd1f99fe9c59f1709fb43e818b18ad20e0.txt,1,1,0,8,2,3,5,190,4,93,97,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,6,0,3,3,4,0,2,2,3,-1,2,1,0,0,0,0,1,0,1,1,5,0,5,5,6,6,0,0,0,0,0,0,0,0
349,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-1345-83a95bd8c8561875b948cadd417c653dbe7ef2e2.txt,1,1,1,2,2,0,2,16,16,0,16,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,16,10,0,0,0,0,0,0,0,0
350,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-1521-6cedd67c381ff22fde653adf02ee31caf66c81a0.txt,2,12,2,51,35,8,43,1335,617,359,976,0,0,0,0,12,8,2,10,14,6,4,10,0,0,0,0,56,28,14,42,30,18,6,24,11,7,2,9,8,0,4,4,4,2,2,3,32,20,12,32,636,242,0,0,0,0,0,0,-2,0
351,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-1522-6cedd67c381ff22fde653adf02ee31caf66c81a0.txt,2,12,2,51,35,8,43,1335,617,359,976,0,0,0,0,12,8,2,10,14,6,4,10,0,0,0,0,56,28,14,42,30,18,6,24,11,7,2,9,8,0,4,4,4,2,2,3,32,20,12,32,636,242,0,0,0,0,0,0,-2,0
352,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-1572-49d0fe2a14f2a23da2fe299643379b8c1d37df73.txt,1,2,1,4,0,2,2,123,-7,65,58,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,-1,2,1,5,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,4,25,4,0,0,0,0,0,1,0,0
353,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-1789-f48b83b4fb7d6689584cf25f61ca63a4891f5b11.txt,1,12,1,39,21,9,30,791,559,116,675,4,4,0,4,30,16,7,23,6,6,0,6,2,0,1,1,34,20,7,27,29,13,8,21,16,12,2,14,0,0,0,0,0,0,0,0,27,16,11,24,582,275,2,0,1,1,0,0,3,0
354,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-1872-fabbfaa095660982cc0bc63242c459561fa37037.txt,1,2,0,7,3,2,5,258,142,58,200,0,0,0,0,10,2,4,6,1,1,0,1,0,0,0,0,10,4,3,7,14,4,5,9,3,1,1,2,0,0,0,0,1,1,0,1,16,10,6,16,142,52,0,0,0,0,0,0,1,0
355,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-2059-2e97c2796581c27213962c77f5a8571a598f9a2e.txt,6,8,3,110,106,2,108,1809,1699,55,1754,1,1,0,1,54,54,0,54,13,11,1,12,2,2,0,2,33,31,1,32,49,49,0,49,37,37,0,37,15,15,0,15,4,3,1,4,122,117,5,118,1704,754,0,0,0,0,0,0,1,1
356,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-2666-f84598bd7c851f8b0bf8cd0d7c3be0d73c432ff4.txt,1,1,0,2,0,1,1,73,41,16,57,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,3,2,1,3,41,10,0,0,0,0,0,0,0,0
357,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-2675-b50ace7738ea03817acdad87fb2b338a86018329.txt,1,1,0,1,1,0,1,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0,0,0,0,0,1
358,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-2697-f0c094a1b745d91ef2f9a4eae2149aac026a5789.txt,1,1,0,6,-2,4,2,94,-8,51,43,0,0,0,0,3,-1,2,1,0,0,0,0,0,0,0,0,3,-1,2,1,0,0,0,0,3,-1,2,1,1,1,0,1,2,1,1,1,5,1,4,4,25,15,0,0,0,0,0,0,-1,0
359,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-2698-3db8dfec1ef50ddd78d6ba9503185995876a39fd.txt,3,5,0,35,31,2,33,942,830,56,886,2,2,0,2,3,3,0,3,4,4,0,4,0,0,0,0,16,14,1,15,6,6,0,6,13,11,1,12,6,6,0,6,4,4,0,4,25,21,4,24,832,168,0,0,0,0,0,0,3,0
360,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-2806-4d4f992826a4962790ecd0cce6fbba4a415ce149.txt,2,3,2,8,0,4,4,257,67,95,162,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,6,0,3,3,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,6,4,2,6,72,24,0,0,0,0,0,0,0,0
361,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-2831-bd20bb02e75e2c0483832b52f2577253febfb690.txt,1,2,0,7,5,1,6,119,91,14,105,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,6,6,0,6,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,5,3,2,5,96,38,0,0,0,0,0,0,0,0
362,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-3214-ee73f656a604d5aa9df86a97102e4e462dd79924.txt,1,1,0,2,2,0,2,19,19,0,19,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,19,10,0,0,0,0,0,0,0,0
363,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-3281-7ec765568883b2d4e5a2796adbeb492a22ec9bd4.txt,1,2,1,29,5,12,17,804,224,290,514,9,3,3,6,6,-2,4,2,0,0,0,0,0,0,0,0,80,22,29,51,46,10,18,28,0,0,0,0,0,0,0,0,4,2,2,3,10,1,9,10,303,115,0,0,0,0,0,8,0,0
364,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-3329-f59b67ae50064560d7bfcdb0d6a8ab284179053c.txt,1,2,0,9,3,3,6,424,72,176,248,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,31,3,14,17,22,0,11,11,0,0,0,0,0,0,0,0,2,1,1,2,11,3,8,11,106,36,0,0,0,0,0,0,0,0
365,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-3331-ccfe8c3f7e52ae83155cb038753f4c75b774ca8a.txt,1,2,1,4,0,2,2,179,-13,96,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,6,4,5,-1,3,2,2,0,1,1,0,0,0,0,1,0,1,1,9,1,8,8,23,6,0,0,0,0,0,0,0,0
366,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-3395-f7e1367f58263593e6cee3c282f7277d7ee9d553.txt,1,11,0,25,-3,14,11,967,-23,495,472,0,0,0,0,7,1,3,4,0,0,0,0,2,0,1,1,67,5,31,36,27,7,10,17,3,1,1,2,8,0,4,4,0,0,0,0,28,6,22,24,270,78,0,0,0,0,0,0,0,0
367,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-3456-e907746266721f305d67bc0718795fedee2e824c.txt,1,8,3,17,5,6,11,373,61,156,217,0,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,28,4,12,16,11,-1,6,5,0,0,0,0,4,0,2,2,0,0,0,0,10,1,9,10,106,34,0,0,0,0,0,0,0,0
368,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-3905-6b9d1aafcb61a3663c883663eb19ccdbfcde8d33.txt,5,24,5,115,3,56,59,3064,428,1318,1746,3,3,0,3,82,2,40,42,1,-1,1,0,20,0,10,10,142,4,69,73,29,3,13,16,63,1,31,32,0,0,0,0,14,3,11,13,40,1,39,38,747,289,4,0,2,2,0,0,1,3
369,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-4002-9a59029bc218b48eff8b5d4dde5662fd79d3e1a8.txt,1,2,0,7,1,3,4,181,49,66,115,3,1,1,2,3,1,1,2,0,0,0,0,0,0,0,0,9,1,4,5,3,1,1,2,3,1,1,2,0,0,0,0,0,0,0,0,6,0,6,6,50,17,0,0,0,0,0,0,0,0
370,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-4002-d114b9fe78c8d6fc6e70808c2092aa307c36dc8e.txt,1,1,1,12,4,4,8,316,76,120,196,3,1,1,2,1,1,0,1,1,1,0,1,0,0,0,0,16,2,7,9,6,2,2,4,0,0,0,0,2,0,1,1,2,0,2,2,11,1,10,11,88,29,0,0,0,0,0,0,0,0
371,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-4036-59c816c1f24df0204e01851431d3bab3eb76719c.txt,1,3,0,6,0,3,3,201,1,100,101,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,8,0,4,4,6,0,3,3,4,0,2,2,3,-1,2,1,2,1,1,1,14,2,12,12,35,4,0,0,0,0,0,0,0,0
372,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-4590-5e7b9ec688d79e7b16ec7064e1d37e8481a31e72.txt,1,8,0,26,-2,14,12,611,179,216,395,0,0,0,0,7,1,3,4,9,3,3,6,0,0,0,0,18,-4,11,7,5,1,2,3,2,0,1,1,0,0,0,0,1,0,1,1,27,8,19,21,312,35,0,0,0,0,0,0,0,0
373,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-4643-0765623d6991b62ffcd93ddb6be8a5203a2fa7e2.txt,1,1,1,2,-2,2,0,13,-13,13,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,10,0,0,0,0,0,0,0,0
374,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-5156-48900cb6af4282fa0fb6ff4d72a81aa3dadb5c39.txt,1,2,1,4,0,2,2,208,-34,121,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,4,0,2,2,0,0,0,0,10,-2,6,4,0,0,0,0,6,0,6,5,34,4,0,0,0,0,0,0,0,0
375,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-5279-7aa2bcad0ca837dd6d4bf4fa38a80314b4a6b755.txt,1,5,2,19,11,4,15,279,157,61,218,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,18,2,8,10,14,6,4,10,0,0,0,0,8,4,2,6,0,0,0,0,9,2,7,9,157,80,0,0,0,0,0,0,0,0
376,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-5283-8e2d61e0aed2b7c4ecb35844fe07e0b2b762dee4.txt,1,14,5,52,14,19,33,1589,377,606,983,0,0,0,0,3,1,1,2,5,1,2,3,0,0,0,0,24,6,9,15,2,0,1,1,0,0,0,0,9,3,3,6,14,4,10,10,30,8,22,25,487,67,0,0,0,0,0,0,0,0
377,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-5289-08fa47c4850cea32c3116665975bca219fbf2fe6.txt,3,5,2,5,5,0,5,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,100,30,0,0,0,0,0,0,0,0
378,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-5590-6dedeb40db13971af45276f80b5375030aa7e76f.txt,1,7,0,10,6,2,8,258,138,60,198,20,14,3,17,0,0,0,0,2,0,1,1,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,4,7,4,3,6,154,62,0,0,0,0,0,0,0,0
379,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-5949-ce91452460a75d7424b165c4dc8db98114c3cbd9.txt,1,1,1,4,4,0,4,125,125,0,125,0,0,0,0,3,3,0,3,1,1,0,1,0,0,0,0,3,3,0,3,4,4,0,4,2,2,0,2,0,0,0,0,0,0,0,0,6,6,0,6,125,38,0,0,0,0,0,0,1,0
380,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-6031-79cca974a4c2ab1199786732a67ff6d898051b78.txt,1,1,0,4,2,1,3,120,54,33,87,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4,2,1,3,3,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,6,2,4,6,54,14,0,0,0,0,0,0,0,0
381,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-6806-b7484c224738247b510ed0d268cd577076958f1b.txt,1,4,0,14,0,7,7,141,1,70,71,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,17,-1,9,8,4,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,7,0,7,7,7,12,0,0,0,0,0,0,0,0
382,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-6820-79a98294da6cd85f8c86b34764c5e0c43b09eea3.txt,2,3,0,7,7,0,7,151,151,0,151,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7,7,0,7,6,6,0,6,0,0,0,0,0,0,0,0,2,2,0,2,10,10,0,10,151,68,0,0,0,0,0,0,2,0
383,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7497-6360a31a84efe69d155ed96306b9a931a40beab9.txt,1,1,0,5,3,1,4,103,47,28,75,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14,4,5,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,8,60,25,0,0,0,0,0,0,0,0
384,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7498-afd27c21f6b36e22682b7da20d726bce2dcb2f43.txt,2,5,1,15,9,3,12,481,199,141,340,0,0,0,0,8,4,2,6,3,1,1,2,0,0,0,0,11,7,2,9,16,8,4,12,5,3,1,4,0,0,0,0,2,1,1,2,11,6,5,11,202,99,0,0,0,0,0,0,0,0
385,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7499-28cd9cb747a94483f4aea7f0968d202c20bb4cfc.txt,1,5,0,17,11,3,14,373,233,70,303,3,3,0,3,2,2,0,2,1,1,0,1,0,0,0,0,14,10,2,12,12,10,1,11,0,0,0,0,0,0,0,0,3,2,1,3,9,5,4,9,233,90,0,0,0,0,0,0,1,0
386,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7499-35bcb1d758ed70aa7b257c9c3b3ff55e54e3d0da.txt,1,2,0,9,7,1,8,224,166,29,195,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,10,6,2,8,11,9,1,10,1,1,0,1,0,0,0,0,2,2,0,2,12,9,3,10,172,79,0,0,0,0,0,0,0,0
387,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7500-f1063fdbe7fa66332bbb76874101c2a7b51b519f.txt,1,8,0,22,10,6,16,779,303,238,541,0,0,0,0,16,6,5,11,9,1,4,5,0,0,0,0,28,8,10,18,43,13,15,28,6,6,0,6,0,0,0,0,1,1,0,1,24,14,10,24,303,150,0,0,0,0,0,0,6,0
388,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7510-cb31827d62066a04b02111df3052949fda4b6888.txt,1,2,0,4,4,0,4,74,74,0,74,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,4,4,0,4,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,5,5,0,5,74,24,0,0,0,0,0,0,0,0
389,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7512-8b98a2f07175d46c3f7217639bd5e03f2ec56343.txt,1,1,1,6,6,0,6,97,97,0,97,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,8,8,0,8,97,34,0,0,0,0,0,0,0,0
390,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7673-19f9685dbff7d1f929c61cf99188df917a18811d.txt,1,20,1,70,30,20,50,1739,431,654,1085,15,3,6,9,16,12,2,14,23,15,4,19,0,0,0,0,34,4,15,19,21,7,7,14,9,9,0,9,18,0,9,9,7,2,5,7,15,4,11,15,454,142,0,0,0,0,0,0,9,0
391,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7673-6ddca835100107e6b5841ce9d56074f6d98c387e.txt,1,3,3,13,-7,10,3,359,-183,271,88,0,0,0,0,5,-3,4,1,1,-1,1,0,0,0,0,0,23,-5,14,9,18,-6,12,6,8,-4,6,2,2,0,1,1,3,0,3,1,18,0,18,8,183,62,0,0,0,0,0,0,0,0
392,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7673-edf6fb8d856574bc3bb3a703037f56533229267c.txt,1,18,7,94,28,33,61,2225,375,925,1300,14,2,6,8,6,2,2,4,7,5,1,6,2,0,1,1,129,-9,69,60,59,-21,40,19,84,52,16,68,16,2,7,9,13,7,6,11,47,9,38,37,896,180,0,0,0,0,0,0,-1,0
393,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7941-9b8512337d14c8ddf662fcb98b0135f225a1c489.txt,1,3,0,6,6,0,6,81,81,0,81,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,81,24,0,0,0,0,0,0,0,0
394,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-7941-a7dfab7411cbf545f359dd3157e5df1eb0e7ce31.txt,1,1,0,1,1,0,1,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,20,6,0,0,0,0,0,0,0,0
395,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8026-2e86ae5f81da11f11673d0546efb525af02b7786.txt,1,2,1,24,6,9,15,525,109,208,317,4,0,2,2,3,1,1,2,3,1,1,2,0,0,0,0,38,8,15,23,30,6,12,18,10,4,3,7,3,1,1,2,3,0,3,3,18,4,14,16,155,72,0,0,0,0,0,0,0,0
396,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8241-ab2b9a93ff19cedde7befbf2fcc48c6e352b6cbe.txt,1,1,0,2,2,0,2,40,40,0,40,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,40,14,0,0,0,0,0,0,0,0
397,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8242-8fb4a770075628d6441fb17a1e435100e2f3b1a2.txt,1,3,0,6,0,3,3,159,21,69,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,6,9,3,3,6,0,0,0,0,6,0,3,3,0,0,0,0,6,2,4,6,21,24,0,0,0,0,0,0,0,0
398,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8317-709a952110e98621c9b78c4f26462a9d8333102e.txt,1,1,0,5,3,1,4,129,61,34,95,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,2,0,2,2,2,0,2,2,0,1,1,0,0,0,0,1,0,1,1,6,4,2,6,61,22,0,0,0,0,0,0,0,0
399,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8317-9aa37588ee78a06ca1379a9d9356eab16686099c.txt,1,2,0,4,4,0,4,82,82,0,82,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,0,3,82,36,0,0,0,0,0,0,0,0
400,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8363-44a7f17d0b20e6f8d836b2957e3e357b639f19a2.txt,1,2,2,5,5,0,5,110,110,0,110,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,4,4,0,4,3,3,0,3,0,0,0,0,0,0,0,0,1,1,0,1,9,9,0,9,110,42,0,0,0,0,0,0,0,0
401,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8365-4a9af07a49295e014b059c1ab624c40345af5892.txt,1,1,0,4,4,0,4,119,119,0,119,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,5,5,0,5,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,11,11,0,11,119,52,0,0,0,0,0,0,0,0
402,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8382-c351b47ce85a3a147cfa801fa9f0149ab4160834.txt,1,1,0,1,1,0,1,43,43,0,43,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,0,3,43,16,0,0,0,0,0,0,0,0
403,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8614-d390fa07f5548f3173dd9cc13b233db5ce934c82.txt,1,6,3,12,0,6,6,276,66,105,171,0,0,0,0,3,3,0,3,0,0,0,0,6,0,3,3,24,6,9,15,9,3,3,6,3,3,0,3,0,0,0,0,0,0,0,0,8,3,5,7,72,42,0,0,0,0,0,0,0,0
404,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8629-df17a1224a3406f57477bcd372c61e04c0e5a5bb.txt,1,1,1,8,6,1,7,175,103,36,139,0,0,0,0,3,3,0,3,5,3,1,4,0,0,0,0,6,4,1,5,2,2,0,2,1,1,0,1,0,0,0,0,2,1,1,2,8,5,3,8,113,60,0,0,0,0,0,0,3,0
405,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8631-83ed75feba32e46f736fcce0d96a0445f29b96c2.txt,1,72,24,150,4,73,77,4374,1294,1540,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,1,52,0,0,0,0,16,0,8,8,32,0,16,16,1,0,1,1,9,3,6,9,1318,128,0,0,0,0,0,0,0,0
406,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8661-4ea4d2f438c9a7eba37980c9a87be4b34943e4d5.txt,1,1,1,1,1,0,1,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,3,3,0,3,49,18,0,0,0,0,0,0,0,0
407,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8662-75422280fbcdfbe9dc56bde5525b4d8b280f1bc5.txt,1,1,1,2,2,0,2,28,28,0,28,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,28,14,0,0,0,0,0,0,0,0
408,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2015-8663-abee0a1c60612e8638640a8a3738fffb65e16dbf.txt,1,2,0,4,2,1,3,49,31,9,40,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,4,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,5,31,18,0,0,0,0,0,0,0,0
